17,1,1,2012-11-01,264.07,831.8421,1,S
17,1,2,2012-11-01,250,787.52045,1,S
17,1,3,2012-11-01,250,787.520451610202,1,S
17,1,4,2012-11-01,250,787.520451610202,1,S
17,1,5,2012-11-01,250,787.520451610202,1,S
17,1,6,2012-11-01,250,787.520451610202,1,S
17,1,7,2012-11-01,250,787.520451610202,1,S
17,1,8,2012-11-01,250,787.520451610202,1,S
17,1,9,2012-11-01,250,787.520451610202,1,S
17,1,10,2012-11-01,250,787.520451610202,1,S
17,1,11,2012-11-01,250,787.520451610202,0,S
17,1,12,2012-11-01,250,787.520451610202,1,S
17,1,13,2012-11-01,250,787.520451610202,0,S
17,1,14,2012-11-01,250,787.520451610202,0,S
17,1,15,2012-11-01,250,787.520451610202,0,S
17,1,16,2012-11-01,250,787.520451610202,0,S
17,1,17,2012-11-01,250,787.520451610202,1,S
17,1,18,2012-11-01,250,787.520451610202,1,S
17,1,19,2012-11-01,250,787.520451610202,1,S
17,1,20,2012-11-01,264.07,831.842102626824,1,S
17,1,21,2012-11-01,250,787.520451610202,1,S
17,1,22,2012-11-01,250,787.52045,1,S
17,2,1,2012-11-01,292.96,922.847966014899,1,S
17,2,2,2012-11-01,202.05,636.474028991365,1,S
17,2,3,2012-11-01,201.05,633.323947184924,1,S
17,2,4,2012-11-01,288.02,907.286561891081,1,S
17,3,1,2012-11-01,298.07,938.944884045812,1,S
17,3,2,2012-11-01,200,630.016361288162,1,S
17,3,3,2012-11-01,200,630.016361288162,1,S
17,3,4,2012-11-01,200,630.016361288162,1,S
17,3,5,2012-11-01,244.77,771.045523762517,1,S
17,3,6,2012-11-01,242.4,763.579829881252,1,S
17,3,7,2012-11-01,200,630.016361288162,1,S
17,3,8,2012-11-01,200,630.016361288162,1,S
17,3,9,2012-11-01,200,630.016361288162,1,S
17,3,10,2012-11-01,298.07,938.944884045812,1,S
17,4,1,2012-11-01,298.07,938.944884045812,1,S
17,4,2,2012-11-01,200,630.016361288162,1,S
17,4,3,2012-11-01,200,630.016361288162,1,S
17,4,4,2012-11-01,200,630.016361288162,1,S
17,4,5,2012-11-01,238.61,751.641019834841,1,S
17,5,1,2012-11-01,258.06,812.910110970115,1,S
17,5,2,2012-11-01,200,630.016361288162,1,S
17,5,3,2012-11-01,200,630.016361288162,1,S
17,5,4,2012-11-01,200,630.016361288162,1,S
17,5,5,2012-11-01,200,630.016361288162,1,S
17,5,6,2012-11-01,200,630.016361288162,1,S
17,5,7,2012-11-01,200,630.016361288162,1,S
17,5,8,2012-11-01,200,630.016361288162,1,S
17,5,9,2012-11-01,200,630.016361288162,1,S
17,5,10,2012-11-01,200,630.016361288162,1,S
17,5,11,2012-11-01,200,630.016361288162,1,S
17,5,12,2012-11-01,200,630.016361288162,1,S
17,5,13,2012-11-01,200,630.016361288162,1,S
17,5,14,2012-11-01,248.07,781.440793723771,1,S
17,5,15,2012-11-01,248.07,781.440793723771,2,S
17,5,16,2012-11-01,200,630.016361288162,1,S
17,5,17,2012-11-01,200,630.016361288162,1,S
17,5,18,2012-11-01,200,630.016361288162,1,S
17,5,19,2012-11-01,200,630.016361288162,1,S
17,5,20,2012-11-01,200,630.016361288162,1,S
17,5,21,2012-11-01,200,630.016361288162,1,S
17,5,22,2012-11-01,200,630.016361288162,1,S
17,5,23,2012-11-01,200,630.016361288162,1,S
17,5,24,2012-11-01,200,630.016361288162,1,S
17,5,25,2012-11-01,200,630.016361288162,1,S
17,5,26,2012-11-01,200,630.016361288162,1,S
17,5,27,2012-11-01,200,630.016361288162,2,S
17,5,28,2012-11-01,258.06,812.910110970115,1,S
17,6,1,2012-11-01,258.06,812.910110970115,1,S
17,6,2,2012-11-01,200,630.016361288162,1,S
17,6,3,2012-11-01,200,630.016361288162,1,S
17,6,4,2012-11-01,200,630.016361288162,2,S
17,6,5,2012-11-01,200,630.016361288162,1,S
17,6,6,2012-11-01,200,630.016361288162,1,S
17,6,7,2012-11-01,200,630.016361288162,1,S
17,6,8,2012-11-01,200,630.016361288162,1,S
17,6,9,2012-11-01,200,630.016361288162,1,S
17,6,10,2012-11-01,200,630.016361288162,2,S
17,6,11,2012-11-01,200,630.016361288162,1,S
17,6,12,2012-11-01,200,630.016361288162,1,S
17,6,13,2012-11-01,200,630.016361288162,1,S
17,6,14,2012-11-01,248.07,781.440793723771,1,S
17,6,15,2012-11-01,248.07,781.440793723771,1,S
17,6,16,2012-11-01,200,630.016361288162,1,S
17,6,17,2012-11-01,200,630.016361288162,1,S
17,6,18,2012-11-01,200,630.016361288162,1,S
17,6,19,2012-11-01,200,630.016361288162,2,S
17,6,20,2012-11-01,200,630.016361288162,1,S
17,6,21,2012-11-01,200,630.016361288162,1,S
17,6,22,2012-11-01,200,630.016361288162,1,S
17,6,23,2012-11-01,200,630.016361288162,1,S
17,6,24,2012-11-01,200,630.016361288162,0,S
17,6,25,2012-11-01,200,630.016361288162,2,S
17,6,26,2012-11-01,200,630.016361288162,2,S
17,6,27,2012-11-01,200,630.016361288162,1,S
17,6,28,2012-11-01,258.06,812.910110970115,1,S
17,7,1,2012-11-01,355.9,1121.11411491228,1,S
17,7,2,2012-11-01,205.09,646.050277682945,1,S
17,7,3,2012-11-01,205.69,647.94032676681,1,S
17,7,4,2012-11-01,206.3,649.861876668739,1,S
17,7,5,2012-11-01,206.91,651.783426570668,1,S
17,7,6,2012-11-01,207.52,653.704976472597,1,S
17,7,7,2012-11-01,208.12,655.595025556461,1,S
17,7,8,2012-11-01,208.73,657.51657545839,1,S
17,7,9,2012-11-01,209.34,659.438125360319,1,S
17,7,10,2012-11-01,209.95,661.359675262248,1,S
17,7,11,2012-11-01,210.55,663.249724346112,1,S
17,7,12,2012-11-01,211.16,665.171274248041,1,S
17,7,13,2012-11-01,211.77,667.09282414997,1,S
17,7,14,2012-11-01,212.38,669.014374051899,1,S
17,7,15,2012-11-01,212.98,670.904423135763,1,S
